# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "1" "-t" "exon" "-g" "gene_id" "-a" "annotation.gtf" "-o" "mouse_cns_E18_rep1.counts.txt" "./mouse_cns_E18_rep1.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./mouse_cns_E18_rep1.Aligned.sortedByCoord.out.bam
ENSMUSG00000023802	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	635241;635241;646477;646477;649983;649983;665822;665822;669765;669765;671749;671749;679712;679712;682908;682908;685865;685865;693930;693930;695264;695264;695489;695489;696155;696155	635391;635391;646600;646600;650128;650128;665983;665983;670017;670017;671840;671840;679840;679840;683088;683088;686009;686009;694013;694013;695373;695373;695583;695583;696261;696261	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1779	0
ENSMUSG00000023964	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	635678;635681;635681;635721;635735;636823;637396;637396;641533;641533;641533;641533;641533;641533;641533;642543;642543;642543;642543;642543;642543;642543;642543;643702;643702;643702;643702;643702;643702;643702;643702;643850;643850;643850;643850;643850;643850;643850;643850;650128;650128;650128;650128;650128;650128;650128;650128;657490;657490;657490;658487;658487;658487;658487;658487;658487;658487;658487;661449;661449;661449;661449;661449;661449;661449;661449;664650;664650;664650;664650;664650;664650;664650;664650;667093;667093;667093;667093;667093;667093;667093;667093;668566;668566;668566;668566;668566;668566;668566;668566;672924;672924;672924;672924;672924;672924;672924;672924;702953;702953;702953;702953;702953;713223;713223;713223;713592;714433;714433	637643;637643;637643;637643;637643;637643;637643;637643;641573;641573;641573;641573;641573;641573;641573;642760;642760;642760;642760;642760;642760;642760;642760;643767;643767;643767;643767;643767;643767;643767;643767;643909;643909;643909;643909;643909;643909;643909;643909;650280;650280;650280;650280;650280;650280;650280;650280;657599;657599;657599;658612;658612;658612;658612;658612;658612;658612;658612;661539;661539;661539;661539;661539;661539;661539;661539;664761;664761;664761;664761;664761;664761;664761;664761;667202;667202;667202;667202;667202;667202;667202;667202;668718;668718;668718;668718;668718;668718;668718;668718;673001;673001;673006;673001;673006;673001;673001;673001;703059;702974;702974;703059;703059;713408;713408;713408;713629;714713;714654	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3901	118
ENSMUSG00000024231	chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18	382987;383224;383224;383231;383256;399845;399845;399845;399845;399845;405684;405684;405684;405684;405684;414129;414129;414129;414129;414173;417534;417534;417534;417534;418563;418563;418563;418563;419346;419346;419346;419346;419346;419531;419531;419531;419531;419531;421202;421202;421202;421202;421202;423468;423468;423468;423468;423468;424449;424449;424449;424449;424449;424449;425511;425511;425511;425511;425511;425511;426094;426094;426094;426094;426094;426094;426316;426316;426316;426316;426316;426757;426757;426757;426757;426757;426806;427162;427162;427162;427162;427162;427162;429569;429569;429569;429569;429569;430911;430911;430911;430911;430911;431483;431483;431483;431483;431483;433883;433993;433993;434843;434843;434843;434843;434843	383170;383395;383395;383395;383395;399984;399984;399984;399984;399984;405785;405785;405785;405785;405785;414222;414222;414222;414222;414222;417638;417638;417638;417638;418644;418644;418644;418644;419441;419441;419441;419441;419441;419640;419640;419640;419640;419640;421363;421363;421363;421363;421363;423591;423591;423591;423591;423591;424555;424555;424555;424555;424555;424555;425569;425569;425569;425569;425569;425569;426221;426221;426221;426221;426221;426221;426401;426401;426401;426401;426401;426908;426908;426908;426908;426908;426908;427238;427246;427238;427238;427238;427238;429634;429634;429634;429634;429634;431112;431112;431112;431112;431112;431583;431529;431583;431583;431583;434108;434108;434108;436375;436698;435011;435383;436372	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4439	4321
ENSMUSG00000024232	chr18;chr18;chr18	507956;511256;511981	508283;511542;516402	+;+;+	5037	723
ENSMUSG00000024829	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	282902;283056;283061;283061;283065;284761;284761;284761;284761;284761;285311;285311;285311;285311;286812;286876;286876;286876;286876;287704;287704;287704;287704;287704;288985;288985;288985;288985;290978;290978;292437	283171;283171;283171;283171;283171;285325;284817;284833;284817;284817;285395;285395;285395;285395;287038;287038;287038;287038;287038;287755;287755;287739;287755;287755;289087;289179;289087;289087;291195;291201;292837	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2004	259
ENSMUSG00000024831	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	260925;260926;261089;261976;261976;264812;264812;264819;265365;266337;266337;266337;266337;267243;267243;267243;267243;268299;268299;268299;268661;268661;268661;271527;271527;271527;272736;272889;272889;272889;274357;274357;274357;274357;276757;276757;276757;276757;279534;279534;279534;279808;279808;279808;279808;281420;281420;281420;281420;282702;282702;282702;282702	261635;261635;261635;263189;262144;265665;265665;265665;265665;266459;266459;266459;266459;267716;267336;267336;267336;268416;268416;268416;268842;268842;268842;271700;271700;271700;273035;273035;273035;273035;274556;274556;274556;274556;276919;276919;276919;276919;279630;279630;279630;279996;279996;279996;279996;281588;281588;281588;281588;282818;282980;282979;283017	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5284	237
ENSMUSG00000024843	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	851774;851798;851811;851811;851833;851833;852077;852102;852364;864649;864649;864649;864649;864649;864649;864649;864649;864649;871004;871004;874665;875366;875380;875406;875736;875736;875736;875736;875736;875736;875736;881999;881999;881999;882011;884473;884473;884473;884473;884473;884473;884473;884473;884473;884473;885861;885861;885861;885861;885861;885861;885861;885861;886363;886363;886363;886363;886363;886363;886363;887390;887390;887390;887390;887390;887390;889024;889024;889024;889024;889024;889881;889881;889881;889881;889881;891732;892108;892108;892108;892711;892711;892711;892711;892711;893349;893349;893349;893349;893349	852413;852413;852413;852413;852413;852413;852413;852413;852413;867670;864759;864759;864759;864759;864759;864759;864759;864759;871062;871913;874798;875471;875788;875471;875788;875788;875788;875788;875788;878614;875788;882120;882120;882120;882120;884585;884585;884538;884585;884585;884585;884585;884585;884585;884585;885993;885864;885993;885993;885993;885993;885993;885993;886466;886466;886416;886466;886466;886466;886466;887447;887447;887450;887447;887447;887447;889110;889110;889110;889110;889110;889934;889988;892213;889988;889988;892213;892213;892213;892213;892791;892791;892791;892791;892791;894365;894367;893657;894369;894364	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12010	1389
ENSMUSG00000024866	chr19;chr19;chr19;chr19;chr19;chr19	986662;987732;988139;988399;988607;989654	987305;987923;988231;988505;988715;990007	+;+;+;+;+;+	1499	14
ENSMUSG00000024885	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	913494;913494;915295;915295;918043;918043;918149;918604;920798;921184;921474;921698;923740;929697	914084;914084;915393;915393;918143;918208;918198;918989;920878;921268;921593;921807;923901;929761	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1865	36
ENSMUSG00000024900	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	323302;349190;352486;356318;358177;362086;364479;365676;366331;368856;370708;371573;375094;376412;378369;380018;381611;381933;383756	323374;349342;352624;356488;358277;362222;364555;365782;366417;369050;370895;371677;375209;376575;378502;380169;381723;382024;385732	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4281	326
ENSMUSG00000024905	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	388858;388886;389380;389380;391077;392104;392104;392104;392104;393926;393926;393926;393926;395921;395921;395921;395921;396964;396964;396964;396964;402487;402487;402487;404050;404050;404050;404934;404934;404934;406919;406919;406919	389333;389333;389869;389869;391144;392261;392261;392261;392261;394045;394045;394045;394045;395993;395993;395993;395993;398172;397054;397054;397054;402576;402576;402576;404186;404186;404186;405108;405108;405108;407785;407289;407823	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3901	8
ENSMUSG00000024907	chr19;chr19;chr19;chr19;chr19;chr19	409920;411130;411559;413296;414033;414313	410165;411206;411647;413349;414112;414472	-;-;-;-;-;-	706	35
ENSMUSG00000024908	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	454934;454934;454934;459362;459362;459362;464546;464546;464546;466494;466494;466494;467142;467142;467142;469642;469642;469642;470972;470972;470972;471980;471980;471980;473770;473770;473770;478279;484832;484832;484832;486977;486977;486977;490775;490775;490775;492367;492367;492367;493887;493887;493887;496523;496523;496523;507243;507243;507243;511930;511930;511930;514655;514655;514655;518246;518246;518246;521735;521735;521735;526703;526703;526703;544109;544109;575642;575642;575642	457051;457051;457051;459480;459480;459480;464695;464695;464695;466599;466599;466599;467294;467294;467294;469762;469762;469762;471101;471101;471101;472033;472033;472033;473815;473866;473866;478364;484916;484916;484916;487091;487091;487091;490838;490838;490838;492515;492515;492515;494038;494038;494038;496651;496651;496651;507355;507355;507355;512041;512041;512041;514719;514719;514719;518382;518382;518382;521920;521920;521920;526934;526934;526934;544255;544255;575749;575749;575749	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4928	1722
ENSMUSG00000024913	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	584826;586384;590975;591617;593517;597245;600674;602236;604003;605287;610040;612199;614227;615654;620016;622511;628274;630075;647529;649405;652134;659245;686356	585291;586480;591113;591852;593626;597480;600798;602444;604192;605494;610238;612521;614410;615879;620304;622726;628444;630470;647659;649600;652330;659640;686564	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5149	92
ENSMUSG00000025898	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	404086;409967;411330;417870;418657;421287;428669;430439;441056;442962;447238;450015;454541;456734;458735;460052;475484;477818	404190;410076;411451;417982;418775;421376;428783;431087;441145;443047;447353;450151;454752;456849;458889;460131;475584;479236	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3935	336
ENSMUSG00000025899	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	335479;335479;335479;338446;338457;338457;338457;343016;343016;343016;343016;344589;344589;344589;344589;345782;345782;345782;345782;347805;347805;347805;349421;349421;349421;349421;359485;359485;359485;359485;367865;367865;367865;367865;369659;369659;369659;369659;379314;380369;382695;382695;382695;382695;385043;385043;385043;385043	335594;335594;335594;338591;338591;338591;338591;343252;343252;343252;343252;344719;344719;344719;344719;345876;345876;345876;345876;347908;347908;347908;349490;349490;349490;349490;359590;359590;359590;359590;368015;368015;368015;368015;369914;369914;369914;369914;379336;380421;382843;382843;382843;382843;385842;387050;386929;387050	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3645	968
ENSMUSG00000026643	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	201485;201530;201541;201554;222085;222085;222085;222085;222670;222670;224256;226740;226740;226740;229729;229729;229729;229935;229935;229935;230134;230134;230134;231967;231967;231967;233413;233413;233413;239844;239844;239844;242104;242104;242104;242537;242537;242537;243344;243344;243344	201678;201678;201678;201678;224407;222219;222219;222219;222711;222711;224304;226883;226883;226883;229846;229846;229846;230025;230025;230025;230249;230249;230249;232136;232136;232136;233520;233520;233520;240013;240013;240013;242270;242270;242270;242673;242673;242673;243988;243470;246149	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6544	1979
ENSMUSG00000026644	chr2;chr2;chr2;chr2	253441;257606;257828;257971	253493;257722;257889;258265	+;+;+;+	527	14
ENSMUSG00000026645	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	259255;259260;260192;260192;263460;263460;264070;264070;265514;265514;278898;278898;282535;282535;283713;283713	259824;259824;260273;260273;263628;263628;264168;264168;265651;265651;279027;279027;282723;282720;283841;283863	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1528	2
ENSMUSG00000026646	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	373088;374853;374854;374876;377030;377030;377030;377030;379754;379754;379754;379754;381540;381540;381540;389775;389775;391610;391976;391976;391976	376001;376001;376001;376001;377158;377158;377158;377158;379899;379899;379899;379899;382198;382198;382198;389919;389919;391691;392241;392232;392303	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4403	196
ENSMUSG00000026648	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	341404;341404;341404;341423;341423;341438;341438;341462;341475;342637;342637;342637;342637;342637;342637;342637;342637;342637;346541;346541;346541;346541;346541;346541;346541;346541;351020;351020;351020;351020;351020;351020;351020;351020;351020;353711;353711;353711;353711;353711;353711;353711;354262;354262;354262;354262;354262;354275;354303;354303;354303;354949;354949;354949;354949;354949;354949;354949;354949;354949;355225;355225;355225;355225;355225;355225;355225;355225;355225;358031;358031;358031;358031;358031;358031;358031;358102;360927;360927;360927;360927;360927;360927;360927;361474;361474;361474;361474;361474;361474;361474;364347;364347;364347;364347;364347;364347;364347;367552;367552;367552;367552;367552;367552;367552;370121;370121;370121;370121;370121;370222;370868;370868;374817;374817;374817;374817;374817;375964;375964;375964;375964;375964	341598;341598;341598;341598;341598;341598;341598;341598;341598;342687;342687;342687;342687;342687;342687;342687;342687;342687;346624;346624;346624;346624;346624;346624;346624;346624;351078;351078;351078;351078;351078;351078;351078;351078;351078;353765;353765;353765;353765;353765;353765;353765;354362;354362;354362;354362;354362;354362;354362;354358;354358;355020;355020;355020;355020;355020;355020;355020;355020;355020;355324;355286;355364;355364;355364;355364;355364;355364;355364;359478;358131;358131;358131;358131;358131;358131;358131;361062;361062;361062;361062;361062;361062;361062;361527;361527;361527;361527;361527;361527;361527;364434;364434;364434;364434;364434;364434;364434;367645;367645;367645;367645;367645;367645;367645;370470;370470;371364;370470;370470;370470;371139;371136;374856;374856;374856;374856;374856;376193;378383;378375;378383;381402	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9300	376
ENSMUSG00000026650	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	326316;326316;326319;326320;326383;326540;329118;329118;329118;329118;329118;329118;330634;330634;335815;336193;336244;336244;339664;339664	326595;326595;326595;326595;326595;326595;329283;329283;329283;329283;329283;329283;330778;330778;335853;336313;336291;336401;339866;339920	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1096	12
ENSMUSG00000026655	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	621286;622080;630731;630751;648921;660752;690069;690069;690069;690069;690069;695691;695691;695691;695691;695691;696774;696774;696774;696774;696774	621347;622227;630908;630908;648996;660908;690251;690251;690251;690251;690251;695840;695840;695840;695840;695840;699414;699414;699414;699414;699414	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3595	860
ENSMUSG00000026657	chr2;chr2;chr2	938764;938781;939498	939065;939065;942950	+;+;+	3755	236
ENSMUSG00000028232	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	476189;476189;477476;478900;478900;478900;481502;481502;487647;487647;489168;489272;491241;491241;491241;496491;496510;496512;496512;496512;496685;496779;497018;497018;497469;497469;497469;497469;497469;497469;501388;501852;501852;501852;501852;501852	477726;477726;477726;479038;479304;479038;481561;481561;487839;487839;489293;489293;491404;491404;491404;496899;496610;496899;496899;496899;496899;496899;497086;497086;497519;497519;497519;497519;497519;497519;501674;501956;501951;501951;501976;502000	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3451	508
ENSMUSG00000028233	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	502023;502098;510573;510573;512179;512600;516295;518376;520608;520734;522083;522505;522505;525662;525662;525702;529295;529295;531847;532785;532971;542007;542007	502276;502276;511078;510636;512335;513412;516411;518461;520784;520784;522179;522804;522804;525753;525810;525810;529698;529437;532062;533048;533048;542430;543766	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5300	595
ENSMUSG00000028234	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	758482;761618;761621;762084;762084;762084;762340;762340;762632	761830;761830;761830;762156;762380;762156;762438;762635;762812	-;-;-;-;-;-;-;-;-	4078	2213
ENSMUSG00000028236	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	923084;932645;933729;937456;939473;939489;943240;943240;946597	923402;932769;933872;937554;939603;939603;943768;943585;946810	-;-;-;-;-;-;-;-;-	1561	0
ENSMUSG00000029663	chr6;chr6;chr6;chr6;chr6	943798;943798;944218;944218;946653	944086;944086;946902;944319;947436	+;+;+;+;+	3508	0
ENSMUSG00000029664	chr6;chr6;chr6;chr6;chr6	912595;913807;915358;917869;918238	913447;913976;915539;918050;918375	-;-;-;-;-	1525	18
ENSMUSG00000030427	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	859883;859883;860218;860289;862731;863013;863013;863013;863013;863559;863559;863559;864083;864083;864083;864516;864516;864630;864630;865937;865937;865937;865937;866392;866392;866392;866392;866855;866855;866855;866855;867045;867045;867045;867045	860424;860424;860424;860424;862780;864390;863314;863314;863314;863854;863854;863854;864390;864390;864390;864799;864799;864799;864799;866241;866241;866241;866241;866675;866675;866675;866675;866889;866889;866889;866889;867105;867105;867080;867103	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2939	0
ENSMUSG00000031494	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	743396;743396;745505;745505;746882;746882;747632;748325;748325;748674;748674;748862;748862	744234;744234;745613;745613;747032;747032;747711;748413;748413;748759;748759;748984;748984	-;-;-;-;-;-;-;-;-;-;-;-;-	1477	0
ENSMUSG00000031495	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	871828;871828;873740;873740;876255;876255;877057;877057;877881;878252;878252;878439;878439	872110;872110;873848;873848;876405;876405;877130;877130;877969;878337;878337;878555;878555	-;-;-;-;-;-;-;-;-;-;-;-;-	909	0
ENSMUSG00000032766	chr6;chr6	953944;958036	954411;958445	+;+	878	54
ENSMUSG00000033765	chr13	837004	837917	+	914	0
ENSMUSG00000033781	chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13	633279;633336;633345;633346;633661;641312;641312;642722;644163;644163;648566;648566;649427;649427	633421;633421;633421;633421;634028;642071;641498;642871;644296;644296;648620;648756;651020;649732	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3340	687
ENSMUSG00000033799	chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13	565283;566165;566683;567999;568735;569559;572734;580999;583747;587545;589188;593374;593378;593427;593540;593540;594744;594744;596024;596024;598899;598899;599084;599084;599186;599186;599439;599439;610037;610037	565913;566278;566863;568103;568887;569683;576446;581439;584619;587780;589894;593423;593439;593439;593611;593611;594846;594846;596123;596123;598997;598997;599102;599102;599308;599308;599580;599580;610354;610354	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8321	1672
